question,yes_token,no_token,yes_bid,yes_ask,no_bid,no_ask,total_cost,gross_profit,gross_profit_pct
Will Sviatlana Tsikhanouskaya win the Nobel Peace Prize in 2026?,52998917295525562696356890315650820379426837163994507286031921657410394704248,84404069030412981656053602867848211842884034387082688377410789782110691719734,0.003,0.004,0.996,0.997,1.001,-0.0009999999999998899,-0.09990009990008891
Will Chow Hang-tung win the Nobel Peace Prize in 2026?,105947906922563655180714590395599065906628938535396764846938514485565718401515,106969539109555331977875241289513347798702437361045747075299297161876783231041,0.013,0.026,0.974,0.987,1.013,-0.0129999999999999,-1.2833168805528037
Will Committee to Protect Journalists win the Nobel Peace Prize in 2026?,2982941198819724769049162464851645519419973475826729269890970699176428607783,32106064879271189181878414354685466104982610448029149207642349069617565880763,0.02,0.068,0.932,0.98,1.048,-0.04800000000000004,-4.580152671755729
Will Reporters Without Borders win the Nobel Peace Prize in 2026?,55907292921576518193024634812422407522345920977239996383752595092335920572514,51508351872380199628352200429867498855678252297635058409202376784894643830413,0.005,0.014,0.986,0.995,1.009,-0.008999999999999897,-0.8919722497522199
Will UNHCR win the Nobel Peace Prize in 2026?,54247550831029564350002152938863811265299643305071795946150069669421486031284,35302044482214191662485764938121616651128805538887935187129367803249488229995,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will ICRC win the Nobel Peace Prize in 2026?,31180366200606632801642139644517069563457285339230600860347358065810036367119,33515942967954711223002094064383691008195973281202075564563502260936732691014,0.005,0.008,0.992,0.995,1.003,-0.0029999999999998916,-0.2991026919242165
Will Hussam Abu Safiya win the Nobel Peace Prize in 2026?,82798421466165992494821245891026337862326886523854683483843043437091963896080,17475765036795375126818207648712053639135212850470329577936951161408532865668,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will World Central Kitchen win the Nobel Peace Prize in 2026?,65230882958279043225849720898081993097020681980630835391300802401158523376950,109538999230450187634819660726895899192741766284384012191762370007754006261254,0.01,0.011,0.989,0.99,1.001,-0.0009999999999998899,-0.09990009990008891
Will Save the Children win the Nobel Peace Prize in 2026?,39583919934610440332558769763360781409192681900400811815062781481701623629139,114185423859871247373899716459096165725443923891377637507451681876635535545783,0.072,0.098,0.902,0.928,1.026,-0.026000000000000023,-2.534113060428852
Will Sara Al-Saqqa win the Nobel Peace Prize in 2026?,88930210059810515665564138375145474408818453750714066900582048033060855911539,22631878991377292745737064814929008113974307349341485315710378493567114688678,0.004,0.01,0.99,0.996,1.006,-0.006000000000000005,-0.5964214711729627
Ink FDV above $500M one day after launch?,111038777903810500955184501816954346973829614534020117303301259782775956752807,108830332357648093614878097095693133437816733704835183274262063910374798976168,0.15,0.17,0.83,0.85,1.02,-0.020000000000000018,-1.960784313725492
Ink FDV above $1B one day after launch?,1669403929476904842828383184875082532297077185996813535692439685266884704967,20044115650716430426965705049717303626014883755010628726585624665838456945972,0.08,0.09,0.91,0.92,1.01,-0.010000000000000009,-0.990099009900991
Mitch McConnell steps down from Senate before his term ends?,79397895660526576528066965797785113521241099187839967306891454236823723226031,6176387069967725418539368518279260352303182827227966329832868478861860932409,0.1,0.11,0.89,0.9,1.01,-0.010000000000000009,-0.990099009900991
Billionaire one-time wealth tax passes in California election 2026?,38487155026041533062980821872238023790862908049855818921747904019478875496931,7330556727383706468662351173040823924339817877848787483691015397124505109410,0.29,0.3,0.7,0.71,1.01,-0.010000000000000009,-0.990099009900991
"Will Gavin Newsom announce a Presidential run by December 31, 2026?",37047640727055104154491541966367763466139953161675548075316317067988588663853,45200102949427176349999568908324938980741775964477026787123052544602998293488,0.11,0.13,0.87,0.89,1.02,-0.020000000000000018,-1.960784313725492
"Will Ari Weinstein leave OpenAI by December 31, 2026?",20622838391940429819873792223789849493273117599734129087725440960996613818069,106772470598389023253324409790798286734997744630208218904860155239025342452839,0.1,0.699,0.301,0.9,1.599,-0.599,-37.460913070669164
"Will Conrad Kramer leave OpenAI by December 31, 2026?",29874563369040433575118862419770749480563086667350654739557445346608098986844,111323618240382392771582999962158332851276152255675942803764996958191189161182,0.007,0.997,0.003,0.993,1.99,-0.99,-49.74874371859296
OpenAI announces it has achieved AGI before 2027?,115755033510457721528230598637869053553488546416290388126901840137082000566077,58838271673442942930994176154161427544885549058162072292968389861347162593682,0.13,0.14,0.86,0.87,1.01,-0.010000000000000009,-0.990099009900991
Will OpenAI IPO by December 31 2026?,78959017184382580042532738046363918551357602274462396865643365060706535362447,10592971839058012204379818734015951513876214421642216097933518020153836601713,0.04,0.042,0.958,0.96,1.002,-0.0020000000000000018,-0.19960079840319378
OpenAI $1t+ IPO before 2027?,39763921554641941061304829681183678894833246741338293177697266335996130248563,53455249154698091892597546188646780074388526414669356079477086663348609285332,0.03,0.031,0.969,0.97,1.001,-0.0009999999999998899,-0.09990009990008891
Will the Iranian regime fall before 2027?,10991849228756847439673778874175365458450913336396982752046655649803657501964,106181075047366745139197108801635573283215248045056329679360376976893016488727,0.06,0.07,0.93,0.94,1.01,-0.010000000000000009,-0.990099009900991
Will Mamdani freeze NYC rents before 2027?,106102449360267073046637097096598048592436928340059823162151571020807191828087,86934023414665345422427506679433864279296027898426531732170959339104415335162,0.833,0.903,0.097,0.167,1.07,-0.07000000000000006,-6.54205607476636
Will Consensys IPO by December 31 2026?,4927822480860592396593692483043642132200897775575124930148385016112430190854,44547152496212847740061080841265650032108158993466836859412259707179444064344,0.025,0.04,0.96,0.975,1.015,-0.014999999999999902,-1.4778325123152616
"Will MetaMask launch a token by September 30, 2026?",82017167864405769499774134034352265993930681918536647755800225490639218464999,24192542941326556420937589393283472461812173299056788843809804465380232715721,0.005,0.008,0.992,0.995,1.003,-0.0029999999999998916,-0.2991026919242165
US national Bitcoin reserve before 2027?,115563279943088574368475763566308524191598627607680105838058505260056381768939,30455770425041126193569940063234142577691408508440512817158696601142733755169,0.05,0.07,0.93,0.95,1.02,-0.020000000000000018,-1.960784313725492
Israel and Saudi Arabia normalize relations before 2027?,86727316187077924188803504745015598973723867072517640274231186919208073176698,63409286016973577903012142269621228305682014726736632772295861872995350316136,0.07,0.1,0.9,0.93,1.03,-0.030000000000000027,-2.9126213592233037
Ukraine signs peace deal with Russia before 2027?,93579588306754356558129639371052358607099327699211232141859164590129536814208,50854871681873904159181209043129993931106057788784391855429428220428495613305,0.1,0.11,0.89,0.9,1.01,-0.010000000000000009,-0.990099009900991
NATO article 5 before 2027?,43163627642054688181815035851547282838254727740867654146202339736338923379962,2023566903018276614249600567472475788663508489795373839831574790501932782080,0.065,0.084,0.916,0.935,1.0190000000000001,-0.019000000000000128,-1.8645731108930446
Yoon out of custody before 2027?,72458525119108210179841170267525414270186496838019970198206850900384026496886,15459599865606870462804403532889014965106643564265630331850488546419850096177,0.066,0.073,0.927,0.934,1.0070000000000001,-0.007000000000000117,-0.6951340615690285
Will China unban Bitcoin by 2027?,91810646921497227084241579668235102205462718984593674693010693975258849328842,51080463689161030375818291005097816690283354390568417705958874093502264623871,0.024,0.027,0.973,0.976,1.003,-0.0029999999999998916,-0.2991026919242165
Will Donald Trump visit Israel in 2026?,17310312046830507121308439157055105976196613647072768511530359658718851345502,55699747018158096547665700344519381648470601856074046829620128350713749925122,0.08,0.14,0.86,0.92,1.06,-0.06000000000000005,-5.660377358490571
Will Donald Trump visit Canada in 2026?,111173078110622502975146485705635994101700742486118900857120119365219959759902,27078551761335802816699526818159218716574326271849800902753456601877380119172,0.05,0.11,0.89,0.95,1.06,-0.06000000000000005,-5.660377358490571
Will Donald Trump visit Mexico in 2026?,2660935913959156877980210209659597107865021816700470286853937891105902736403,53795656236776744406903869502504610117667322983088759030488700518678321503882,0.04,0.1,0.9,0.96,1.06,-0.06000000000000005,-5.660377358490571
Will Donald Trump visit Saudi Arabia in 2026?,98958316908671280985410943834693562833778446454499354254876277510277360020516,11272214191603541172656467050516705715276285235791385530896243499800816425667,0.09,0.28,0.72,0.91,1.19,-0.18999999999999995,-15.966386554621845
Will Donald Trump visit Japan in 2026?,40601234017509983627082313348811516552075805863989365590423573705721556440917,50939042031703572926092235111313230683665789550415175292444654887849326071200,0.14,0.44,0.56,0.86,1.3,-0.30000000000000004,-23.076923076923077
Will Donald Trump visit Germany in 2026?,110859084351224598102665068250877030522446091794505995303397670821160821637185,45758629206278296523241491992706519462704945313648320096954439860797269883565,0.16,0.49,0.51,0.84,1.33,-0.33000000000000007,-24.812030075187973
Will Donald Trump visit South Korea in 2026?,82372860658078812057517537953021899304642795009360311317612603092249155381306,57223012266464245266839675780957317879090160010651034893998916597847988309790,0.07,0.12,0.88,0.93,1.05,-0.050000000000000044,-4.761904761904765
