question,yes_token,no_token,quantity,status,yes_cost,no_cost,total_cost,yes_average_price,no_average_price,gross_profit,gross_profit_pct
Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,8113830512143065501177519557124858581375945005490796772950589720955457782465,11493926619286817179231142642565394485790380952577225820901334479399429951651,500,fully_filled,65.5,435.0,500.5,0.131,0.87,-0.5,-0.0999000999000999
Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,8113830512143065501177519557124858581375945005490796772950589720955457782465,11493926619286817179231142642565394485790380952577225820901334479399429951651,1000,fully_filled,131.0,870.0,1001.0,0.131,0.87,-1.0,-0.0999000999000999
Will Pete Buttigieg win the 2028 US Presidential Election?,35629456194498013232473191985311930903993567273832459837879398120893197410860,26087406687932108531005204502244492184534000122992461059156880611150953145122,10,fully_filled,0.27,9.74,10.01,0.027000000000000003,0.974,-0.009999999999999787,-0.09990009990009778
Will Pete Buttigieg win the 2028 US Presidential Election?,35629456194498013232473191985311930903993567273832459837879398120893197410860,26087406687932108531005204502244492184534000122992461059156880611150953145122,50,fully_filled,1.35,48.699999999999996,50.05,0.027000000000000003,0.9739999999999999,-0.04999999999999716,-0.09990009990009421
Will Pete Buttigieg win the 2028 US Presidential Election?,35629456194498013232473191985311930903993567273832459837879398120893197410860,26087406687932108531005204502244492184534000122992461059156880611150953145122,100,fully_filled,2.7,97.39999999999999,100.1,0.027000000000000003,0.9739999999999999,-0.09999999999999432,-0.09990009990009421
Will Pete Buttigieg win the 2028 US Presidential Election?,35629456194498013232473191985311930903993567273832459837879398120893197410860,26087406687932108531005204502244492184534000122992461059156880611150953145122,250,fully_filled,6.75,243.5,250.25,0.027,0.974,-0.25,-0.0999000999000999
Will Pete Buttigieg win the 2028 US Presidential Election?,35629456194498013232473191985311930903993567273832459837879398120893197410860,26087406687932108531005204502244492184534000122992461059156880611150953145122,500,fully_filled,13.5,487.0,500.5,0.027,0.974,-0.5,-0.0999000999000999
Will Pete Buttigieg win the 2028 US Presidential Election?,35629456194498013232473191985311930903993567273832459837879398120893197410860,26087406687932108531005204502244492184534000122992461059156880611150953145122,1000,fully_filled,27.0,974.0,1001.0,0.027,0.974,-1.0,-0.0999000999000999
Will Josh Shapiro win the 2028 US Presidential Election?,1420113190297259908358916251277696183671602680024474979931472444792502392139,9195312844128905514645503106857912558078141569888031031723687687489317147622,10,fully_filled,0.31,9.7,10.01,0.031,0.97,-0.009999999999999787,-0.09990009990009778
Will Josh Shapiro win the 2028 US Presidential Election?,1420113190297259908358916251277696183671602680024474979931472444792502392139,9195312844128905514645503106857912558078141569888031031723687687489317147622,50,fully_filled,1.55,48.5,50.05,0.031,0.97,-0.04999999999999716,-0.09990009990009421
Will Josh Shapiro win the 2028 US Presidential Election?,1420113190297259908358916251277696183671602680024474979931472444792502392139,9195312844128905514645503106857912558078141569888031031723687687489317147622,100,fully_filled,3.1,97.0,100.1,0.031,0.97,-0.09999999999999432,-0.09990009990009421
Will Josh Shapiro win the 2028 US Presidential Election?,1420113190297259908358916251277696183671602680024474979931472444792502392139,9195312844128905514645503106857912558078141569888031031723687687489317147622,250,fully_filled,7.75,242.5,250.25,0.031,0.97,-0.25,-0.0999000999000999
Will Josh Shapiro win the 2028 US Presidential Election?,1420113190297259908358916251277696183671602680024474979931472444792502392139,9195312844128905514645503106857912558078141569888031031723687687489317147622,500,fully_filled,15.5,485.0,500.5,0.031,0.97,-0.5,-0.0999000999000999
Will Josh Shapiro win the 2028 US Presidential Election?,1420113190297259908358916251277696183671602680024474979931472444792502392139,9195312844128905514645503106857912558078141569888031031723687687489317147622,1000,fully_filled,31.0,970.0,1001.0,0.031,0.97,-1.0,-0.0999000999000999
Will Marco Rubio win the 2028 US Presidential Election?,11171618905857319805355893398009978356002287408842633593535559412449299952250,65892530750232246342273648992064742042382898919201083513241874070914353628268,10,fully_filled,0.8899999999999999,9.120000000000001,10.010000000000002,0.089,0.9120000000000001,-0.010000000000001563,-0.09990009990011549
Will Marco Rubio win the 2028 US Presidential Election?,11171618905857319805355893398009978356002287408842633593535559412449299952250,65892530750232246342273648992064742042382898919201083513241874070914353628268,50,fully_filled,4.45,45.6,50.050000000000004,0.08900000000000001,0.912,-0.05000000000000426,-0.0999000999001084
Will Marco Rubio win the 2028 US Presidential Election?,11171618905857319805355893398009978356002287408842633593535559412449299952250,65892530750232246342273648992064742042382898919201083513241874070914353628268,100,fully_filled,8.9,91.2,100.10000000000001,0.08900000000000001,0.912,-0.10000000000000853,-0.0999000999001084
Will Marco Rubio win the 2028 US Presidential Election?,11171618905857319805355893398009978356002287408842633593535559412449299952250,65892530750232246342273648992064742042382898919201083513241874070914353628268,250,fully_filled,22.25,228.0,250.25,0.089,0.912,-0.25,-0.0999000999000999
Will Marco Rubio win the 2028 US Presidential Election?,11171618905857319805355893398009978356002287408842633593535559412449299952250,65892530750232246342273648992064742042382898919201083513241874070914353628268,500,fully_filled,44.62984,456.0,500.62984,0.08925968000000001,0.912,-0.6298400000000015,-0.12580952026351475
Will Marco Rubio win the 2028 US Presidential Election?,11171618905857319805355893398009978356002287408842633593535559412449299952250,65892530750232246342273648992064742042382898919201083513241874070914353628268,1000,fully_filled,89.62984,912.0,1001.6298400000001,0.08962984,0.912,-1.6298400000000584,-0.1627187944001407
Will Wes Moore win the 2028 US Presidential Election?,35272507273162958827997790327967872292415567859334925862043618606081750011897,374661216370333715221919731169956915917040066803205972387948453758235235593,10,fully_filled,0.09,9.92,10.01,0.009,0.992,-0.009999999999999787,-0.09990009990009778
Will Wes Moore win the 2028 US Presidential Election?,35272507273162958827997790327967872292415567859334925862043618606081750011897,374661216370333715221919731169956915917040066803205972387948453758235235593,50,fully_filled,0.44999999999999996,49.6,50.050000000000004,0.009,0.992,-0.05000000000000426,-0.0999000999001084
Will Wes Moore win the 2028 US Presidential Election?,35272507273162958827997790327967872292415567859334925862043618606081750011897,374661216370333715221919731169956915917040066803205972387948453758235235593,100,fully_filled,0.8999999999999999,99.2,100.10000000000001,0.009,0.992,-0.10000000000000853,-0.0999000999001084
Will Wes Moore win the 2028 US Presidential Election?,35272507273162958827997790327967872292415567859334925862043618606081750011897,374661216370333715221919731169956915917040066803205972387948453758235235593,250,fully_filled,2.25,248.0,250.25,0.009,0.992,-0.25,-0.0999000999000999
Will Wes Moore win the 2028 US Presidential Election?,35272507273162958827997790327967872292415567859334925862043618606081750011897,374661216370333715221919731169956915917040066803205972387948453758235235593,500,fully_filled,4.5,496.0,500.5,0.009,0.992,-0.5,-0.0999000999000999
Will Wes Moore win the 2028 US Presidential Election?,35272507273162958827997790327967872292415567859334925862043618606081750011897,374661216370333715221919731169956915917040066803205972387948453758235235593,1000,fully_filled,9.0,992.0,1001.0,0.009,0.992,-1.0,-0.0999000999000999
Will Gretchen Whitmer win the 2028 US Presidential Election?,4999047257294547885970323631312419427544062131054733229841947946130772277335,102084577517225131375286042838758381959278092930102485541091152099183604495224,10,fully_filled,0.04,9.97,10.01,0.004,0.9970000000000001,-0.009999999999999787,-0.09990009990009778
Will Gretchen Whitmer win the 2028 US Presidential Election?,4999047257294547885970323631312419427544062131054733229841947946130772277335,102084577517225131375286042838758381959278092930102485541091152099183604495224,50,fully_filled,0.2,49.85,50.050000000000004,0.004,0.997,-0.05000000000000426,-0.0999000999001084
Will Gretchen Whitmer win the 2028 US Presidential Election?,4999047257294547885970323631312419427544062131054733229841947946130772277335,102084577517225131375286042838758381959278092930102485541091152099183604495224,100,fully_filled,0.4,99.7,100.10000000000001,0.004,0.997,-0.10000000000000853,-0.0999000999001084
Will Gretchen Whitmer win the 2028 US Presidential Election?,4999047257294547885970323631312419427544062131054733229841947946130772277335,102084577517225131375286042838758381959278092930102485541091152099183604495224,250,fully_filled,1.0,249.25,250.25,0.004,0.997,-0.25,-0.0999000999000999
Will Gretchen Whitmer win the 2028 US Presidential Election?,4999047257294547885970323631312419427544062131054733229841947946130772277335,102084577517225131375286042838758381959278092930102485541091152099183604495224,500,fully_filled,2.0,498.5,500.5,0.004,0.997,-0.5,-0.0999000999000999
Will Gretchen Whitmer win the 2028 US Presidential Election?,4999047257294547885970323631312419427544062131054733229841947946130772277335,102084577517225131375286042838758381959278092930102485541091152099183604495224,1000,fully_filled,4.0,997.0,1001.0,0.004,0.997,-1.0,-0.0999000999000999
Will Andy Beshear win the 2028 US Presidential Election?,50507496430692162923857760920722624157737138256097150616293040054748564876552,53112547591746110422238703365888013497196468199611167129486770819598374380742,10,fully_filled,0.10999999999999999,9.9,10.01,0.011,0.99,-0.009999999999999787,-0.09990009990009778
Will Andy Beshear win the 2028 US Presidential Election?,50507496430692162923857760920722624157737138256097150616293040054748564876552,53112547591746110422238703365888013497196468199611167129486770819598374380742,50,fully_filled,0.5499999999999999,49.5,50.05,0.011,0.99,-0.04999999999999716,-0.09990009990009421
Will Andy Beshear win the 2028 US Presidential Election?,50507496430692162923857760920722624157737138256097150616293040054748564876552,53112547591746110422238703365888013497196468199611167129486770819598374380742,100,fully_filled,1.0999999999999999,99.0,100.1,0.011,0.99,-0.09999999999999432,-0.09990009990009421
Will Andy Beshear win the 2028 US Presidential Election?,50507496430692162923857760920722624157737138256097150616293040054748564876552,53112547591746110422238703365888013497196468199611167129486770819598374380742,250,fully_filled,2.75,247.5,250.25,0.011,0.99,-0.25,-0.0999000999000999
Will Andy Beshear win the 2028 US Presidential Election?,50507496430692162923857760920722624157737138256097150616293040054748564876552,53112547591746110422238703365888013497196468199611167129486770819598374380742,500,fully_filled,5.5,495.0,500.5,0.011,0.99,-0.5,-0.0999000999000999
Will Andy Beshear win the 2028 US Presidential Election?,50507496430692162923857760920722624157737138256097150616293040054748564876552,53112547591746110422238703365888013497196468199611167129486770819598374380742,1000,fully_filled,11.0,990.0,1001.0,0.011,0.99,-1.0,-0.0999000999000999
Will Glenn Youngkin win the 2028 US Presidential Election?,631059815958854406224163480574507434200946764542129005247984171366597476420,100418331065194201410948024347944500798513421135064468615649525110872253639397,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Glenn Youngkin win the 2028 US Presidential Election?,631059815958854406224163480574507434200946764542129005247984171366597476420,100418331065194201410948024347944500798513421135064468615649525110872253639397,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Glenn Youngkin win the 2028 US Presidential Election?,631059815958854406224163480574507434200946764542129005247984171366597476420,100418331065194201410948024347944500798513421135064468615649525110872253639397,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Glenn Youngkin win the 2028 US Presidential Election?,631059815958854406224163480574507434200946764542129005247984171366597476420,100418331065194201410948024347944500798513421135064468615649525110872253639397,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Glenn Youngkin win the 2028 US Presidential Election?,631059815958854406224163480574507434200946764542129005247984171366597476420,100418331065194201410948024347944500798513421135064468615649525110872253639397,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Glenn Youngkin win the 2028 US Presidential Election?,631059815958854406224163480574507434200946764542129005247984171366597476420,100418331065194201410948024347944500798513421135064468615649525110872253639397,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Kamala Harris win the 2028 US Presidential Election?,70663352401606372246362604193214664065595751757222752105245221905399175050480,4988819538339626436114997160558538168652916536529198363646261454228218983102,10,fully_filled,0.47,9.54,10.01,0.047,0.954,-0.009999999999999787,-0.09990009990009778
Will Kamala Harris win the 2028 US Presidential Election?,70663352401606372246362604193214664065595751757222752105245221905399175050480,4988819538339626436114997160558538168652916536529198363646261454228218983102,50,fully_filled,2.35,47.699999999999996,50.05,0.047,0.954,-0.04999999999999716,-0.09990009990009421
Will Kamala Harris win the 2028 US Presidential Election?,70663352401606372246362604193214664065595751757222752105245221905399175050480,4988819538339626436114997160558538168652916536529198363646261454228218983102,100,fully_filled,4.7,95.39999999999999,100.1,0.047,0.954,-0.09999999999999432,-0.09990009990009421
Will Kamala Harris win the 2028 US Presidential Election?,70663352401606372246362604193214664065595751757222752105245221905399175050480,4988819538339626436114997160558538168652916536529198363646261454228218983102,250,fully_filled,11.75,238.5,250.25,0.047,0.954,-0.25,-0.0999000999000999
Will Kamala Harris win the 2028 US Presidential Election?,70663352401606372246362604193214664065595751757222752105245221905399175050480,4988819538339626436114997160558538168652916536529198363646261454228218983102,500,fully_filled,23.5,477.0,500.5,0.047,0.954,-0.5,-0.0999000999000999
Will Kamala Harris win the 2028 US Presidential Election?,70663352401606372246362604193214664065595751757222752105245221905399175050480,4988819538339626436114997160558538168652916536529198363646261454228218983102,1000,fully_filled,47.0,954.43875,1001.43875,0.047,0.95443875,-1.4387500000000273,-0.1436682972373525
Will Stephen Smith win the 2028 US Presidential Election?,105367778020161609482094090847463497982204321259381518614669619753184648647559,12867420029045504056332323771270227403424313645832702673618751920867223902054,10,not_fully_fillable,,,,,,,
Will Stephen Smith win the 2028 US Presidential Election?,105367778020161609482094090847463497982204321259381518614669619753184648647559,12867420029045504056332323771270227403424313645832702673618751920867223902054,50,not_fully_fillable,,,,,,,
Will Stephen Smith win the 2028 US Presidential Election?,105367778020161609482094090847463497982204321259381518614669619753184648647559,12867420029045504056332323771270227403424313645832702673618751920867223902054,100,not_fully_fillable,,,,,,,
Will Stephen Smith win the 2028 US Presidential Election?,105367778020161609482094090847463497982204321259381518614669619753184648647559,12867420029045504056332323771270227403424313645832702673618751920867223902054,250,not_fully_fillable,,,,,,,
Will Stephen Smith win the 2028 US Presidential Election?,105367778020161609482094090847463497982204321259381518614669619753184648647559,12867420029045504056332323771270227403424313645832702673618751920867223902054,500,not_fully_fillable,,,,,,,
Will Stephen Smith win the 2028 US Presidential Election?,105367778020161609482094090847463497982204321259381518614669619753184648647559,12867420029045504056332323771270227403424313645832702673618751920867223902054,1000,not_fully_fillable,,,,,,,
Will JB Pritzker win the 2028 US Presidential Election?,70948731404464821824516595498024506131170394300814446118501620719416471444076,111825297267676135304812085666512747626812691749338692567733264184356420470119,10,fully_filled,0.05,9.96,10.010000000000002,0.005,0.9960000000000001,-0.010000000000001563,-0.09990009990011549
Will JB Pritzker win the 2028 US Presidential Election?,70948731404464821824516595498024506131170394300814446118501620719416471444076,111825297267676135304812085666512747626812691749338692567733264184356420470119,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.04999999999999716,-0.09990009990009421
Will JB Pritzker win the 2028 US Presidential Election?,70948731404464821824516595498024506131170394300814446118501620719416471444076,111825297267676135304812085666512747626812691749338692567733264184356420470119,100,fully_filled,0.5,99.6,100.1,0.005,0.996,-0.09999999999999432,-0.09990009990009421
Will JB Pritzker win the 2028 US Presidential Election?,70948731404464821824516595498024506131170394300814446118501620719416471444076,111825297267676135304812085666512747626812691749338692567733264184356420470119,250,fully_filled,1.25,249.0,250.25,0.005,0.996,-0.25,-0.0999000999000999
Will JB Pritzker win the 2028 US Presidential Election?,70948731404464821824516595498024506131170394300814446118501620719416471444076,111825297267676135304812085666512747626812691749338692567733264184356420470119,500,fully_filled,2.5,498.0,500.5,0.005,0.996,-0.5,-0.0999000999000999
Will JB Pritzker win the 2028 US Presidential Election?,70948731404464821824516595498024506131170394300814446118501620719416471444076,111825297267676135304812085666512747626812691749338692567733264184356420470119,1000,fully_filled,5.0,996.0,1001.0,0.005,0.996,-1.0,-0.0999000999000999
Will Tulsi Gabbard win the 2028 US Presidential Election?,97633418272282627828834872960145259034624388719803091466146359304286851612172,17854429586516792397214557963923647011517685971868312042416963526864862523185,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Tulsi Gabbard win the 2028 US Presidential Election?,97633418272282627828834872960145259034624388719803091466146359304286851612172,17854429586516792397214557963923647011517685971868312042416963526864862523185,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Tulsi Gabbard win the 2028 US Presidential Election?,97633418272282627828834872960145259034624388719803091466146359304286851612172,17854429586516792397214557963923647011517685971868312042416963526864862523185,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Tulsi Gabbard win the 2028 US Presidential Election?,97633418272282627828834872960145259034624388719803091466146359304286851612172,17854429586516792397214557963923647011517685971868312042416963526864862523185,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Tulsi Gabbard win the 2028 US Presidential Election?,97633418272282627828834872960145259034624388719803091466146359304286851612172,17854429586516792397214557963923647011517685971868312042416963526864862523185,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Tulsi Gabbard win the 2028 US Presidential Election?,97633418272282627828834872960145259034624388719803091466146359304286851612172,17854429586516792397214557963923647011517685971868312042416963526864862523185,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Donald Trump win the 2028 US Presidential Election?,11807691644868166983390207408868795383945915035851758101409310535538572683733,72656506786460378316387284276713856836841708169262528054985577978493419440428,10,fully_filled,0.14,9.9,10.040000000000001,0.014000000000000002,0.99,-0.040000000000000924,-0.3984063745020012
Will Donald Trump win the 2028 US Presidential Election?,11807691644868166983390207408868795383945915035851758101409310535538572683733,72656506786460378316387284276713856836841708169262528054985577978493419440428,50,fully_filled,0.73,49.5,50.23,0.0146,0.99,-0.22999999999999687,-0.4578936890304537
Will Donald Trump win the 2028 US Presidential Election?,11807691644868166983390207408868795383945915035851758101409310535538572683733,72656506786460378316387284276713856836841708169262528054985577978493419440428,100,fully_filled,1.48,99.0,100.48,0.0148,0.99,-0.480000000000004,-0.4777070063694307
Will Donald Trump win the 2028 US Presidential Election?,11807691644868166983390207408868795383945915035851758101409310535538572683733,72656506786460378316387284276713856836841708169262528054985577978493419440428,250,fully_filled,3.7299999999999995,247.5,251.23,0.014919999999999998,0.99,-1.2299999999999898,-0.48959121124069177
Will Donald Trump win the 2028 US Presidential Election?,11807691644868166983390207408868795383945915035851758101409310535538572683733,72656506786460378316387284276713856836841708169262528054985577978493419440428,500,fully_filled,7.4799999999999995,495.0,502.48,0.01496,0.99,-2.480000000000018,-0.4935519821684481
Will Donald Trump win the 2028 US Presidential Election?,11807691644868166983390207408868795383945915035851758101409310535538572683733,72656506786460378316387284276713856836841708169262528054985577978493419440428,1000,fully_filled,14.979999999999999,990.0,1004.98,0.014979999999999999,0.99,-4.980000000000018,-0.4955322493979997
Will Donald Trump Jr. win the 2028 US Presidential Election?,77660944053451874285291959901958937238149180369572698706675030657716494119346,52761630651452310319295064365704431564140478140269624735570317771849185169635,10,fully_filled,0.05,9.96,10.010000000000002,0.005,0.9960000000000001,-0.010000000000001563,-0.09990009990011549
Will Donald Trump Jr. win the 2028 US Presidential Election?,77660944053451874285291959901958937238149180369572698706675030657716494119346,52761630651452310319295064365704431564140478140269624735570317771849185169635,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.04999999999999716,-0.09990009990009421
Will Donald Trump Jr. win the 2028 US Presidential Election?,77660944053451874285291959901958937238149180369572698706675030657716494119346,52761630651452310319295064365704431564140478140269624735570317771849185169635,100,fully_filled,0.5,99.6,100.1,0.005,0.996,-0.09999999999999432,-0.09990009990009421
Will Donald Trump Jr. win the 2028 US Presidential Election?,77660944053451874285291959901958937238149180369572698706675030657716494119346,52761630651452310319295064365704431564140478140269624735570317771849185169635,250,fully_filled,1.25,249.0,250.25,0.005,0.996,-0.25,-0.0999000999000999
Will Donald Trump Jr. win the 2028 US Presidential Election?,77660944053451874285291959901958937238149180369572698706675030657716494119346,52761630651452310319295064365704431564140478140269624735570317771849185169635,500,fully_filled,2.5,498.0,500.5,0.005,0.996,-0.5,-0.0999000999000999
Will Donald Trump Jr. win the 2028 US Presidential Election?,77660944053451874285291959901958937238149180369572698706675030657716494119346,52761630651452310319295064365704431564140478140269624735570317771849185169635,1000,fully_filled,5.0,996.0,1001.0,0.005,0.996,-1.0,-0.0999000999000999
Will Nikki Haley win the 2028 US Presidential Election?,14253956839582698877884742930225331487593177635330318923853046874994118249367,84386913213192310444216977895083273572419886997719576824320630372812149173320,10,not_fully_fillable,,,,,,,
Will Nikki Haley win the 2028 US Presidential Election?,14253956839582698877884742930225331487593177635330318923853046874994118249367,84386913213192310444216977895083273572419886997719576824320630372812149173320,50,not_fully_fillable,,,,,,,
Will Nikki Haley win the 2028 US Presidential Election?,14253956839582698877884742930225331487593177635330318923853046874994118249367,84386913213192310444216977895083273572419886997719576824320630372812149173320,100,not_fully_fillable,,,,,,,
Will Nikki Haley win the 2028 US Presidential Election?,14253956839582698877884742930225331487593177635330318923853046874994118249367,84386913213192310444216977895083273572419886997719576824320630372812149173320,250,not_fully_fillable,,,,,,,
Will Nikki Haley win the 2028 US Presidential Election?,14253956839582698877884742930225331487593177635330318923853046874994118249367,84386913213192310444216977895083273572419886997719576824320630372812149173320,500,not_fully_fillable,,,,,,,
Will Nikki Haley win the 2028 US Presidential Election?,14253956839582698877884742930225331487593177635330318923853046874994118249367,84386913213192310444216977895083273572419886997719576824320630372812149173320,1000,not_fully_fillable,,,,,,,
Will Ron DeSantis win the 2028 US Presidential Election?,104480514270625615787868282411330496385404675495672110015326625654626015018993,65724430065358897810064400118831287249960059855415477063660293398018349529272,10,fully_filled,0.2,9.84,10.04,0.02,0.984,-0.03999999999999915,-0.39840637450198363
Will Ron DeSantis win the 2028 US Presidential Election?,104480514270625615787868282411330496385404675495672110015326625654626015018993,65724430065358897810064400118831287249960059855415477063660293398018349529272,50,fully_filled,1.0,49.2,50.2,0.02,0.9840000000000001,-0.20000000000000284,-0.3984063745019977
Will Ron DeSantis win the 2028 US Presidential Election?,104480514270625615787868282411330496385404675495672110015326625654626015018993,65724430065358897810064400118831287249960059855415477063660293398018349529272,100,fully_filled,2.0,98.4,100.4,0.02,0.9840000000000001,-0.4000000000000057,-0.3984063745019977
Will Ron DeSantis win the 2028 US Presidential Election?,104480514270625615787868282411330496385404675495672110015326625654626015018993,65724430065358897810064400118831287249960059855415477063660293398018349529272,250,fully_filled,5.0,246.0,251.0,0.02,0.984,-1.0,-0.398406374501992
Will Ron DeSantis win the 2028 US Presidential Election?,104480514270625615787868282411330496385404675495672110015326625654626015018993,65724430065358897810064400118831287249960059855415477063660293398018349529272,500,fully_filled,10.0,492.0,502.0,0.02,0.984,-2.0,-0.398406374501992
Will Ron DeSantis win the 2028 US Presidential Election?,104480514270625615787868282411330496385404675495672110015326625654626015018993,65724430065358897810064400118831287249960059855415477063660293398018349529272,1000,fully_filled,20.0,984.1995099999999,1004.1995099999999,0.02,0.9841995099999999,-4.199509999999918,-0.4181947868108319
Will Tim Walz win the 2028 US Presidential Election?,2638997461401140008448476093092229850740161649668999975101243681118238509713,31711509411930636383466083293019394636501894118049148509527295292186501260570,10,not_fully_fillable,,,,,,,
Will Tim Walz win the 2028 US Presidential Election?,2638997461401140008448476093092229850740161649668999975101243681118238509713,31711509411930636383466083293019394636501894118049148509527295292186501260570,50,not_fully_fillable,,,,,,,
Will Tim Walz win the 2028 US Presidential Election?,2638997461401140008448476093092229850740161649668999975101243681118238509713,31711509411930636383466083293019394636501894118049148509527295292186501260570,100,not_fully_fillable,,,,,,,
Will Tim Walz win the 2028 US Presidential Election?,2638997461401140008448476093092229850740161649668999975101243681118238509713,31711509411930636383466083293019394636501894118049148509527295292186501260570,250,not_fully_fillable,,,,,,,
Will Tim Walz win the 2028 US Presidential Election?,2638997461401140008448476093092229850740161649668999975101243681118238509713,31711509411930636383466083293019394636501894118049148509527295292186501260570,500,not_fully_fillable,,,,,,,
Will Tim Walz win the 2028 US Presidential Election?,2638997461401140008448476093092229850740161649668999975101243681118238509713,31711509411930636383466083293019394636501894118049148509527295292186501260570,1000,not_fully_fillable,,,,,,,
Will Vivek Ramaswamy win the 2028 US Presidential Election?,48067717079255656974334181122173546721823870434119599450595298250019538972254,50325246165657443726245430907883748796540778371466135108478470877169556977248,10,not_fully_fillable,,,,,,,
Will Vivek Ramaswamy win the 2028 US Presidential Election?,48067717079255656974334181122173546721823870434119599450595298250019538972254,50325246165657443726245430907883748796540778371466135108478470877169556977248,50,not_fully_fillable,,,,,,,
Will Vivek Ramaswamy win the 2028 US Presidential Election?,48067717079255656974334181122173546721823870434119599450595298250019538972254,50325246165657443726245430907883748796540778371466135108478470877169556977248,100,not_fully_fillable,,,,,,,
Will Vivek Ramaswamy win the 2028 US Presidential Election?,48067717079255656974334181122173546721823870434119599450595298250019538972254,50325246165657443726245430907883748796540778371466135108478470877169556977248,250,not_fully_fillable,,,,,,,
Will Vivek Ramaswamy win the 2028 US Presidential Election?,48067717079255656974334181122173546721823870434119599450595298250019538972254,50325246165657443726245430907883748796540778371466135108478470877169556977248,500,not_fully_fillable,,,,,,,
Will Vivek Ramaswamy win the 2028 US Presidential Election?,48067717079255656974334181122173546721823870434119599450595298250019538972254,50325246165657443726245430907883748796540778371466135108478470877169556977248,1000,not_fully_fillable,,,,,,,
Will Greg Abbott win the 2028 US Presidential Election?,58585097107933138034126275600204468509993701936571284309823871593297754181479,104431860535489654020481219089291817898241901940037260095979653681449084465327,10,fully_filled,0.05,9.97,10.020000000000001,0.005,0.9970000000000001,-0.02000000000000135,-0.19960079840320705
Will Greg Abbott win the 2028 US Presidential Election?,58585097107933138034126275600204468509993701936571284309823871593297754181479,104431860535489654020481219089291817898241901940037260095979653681449084465327,50,fully_filled,0.25,49.85,50.1,0.005,0.997,-0.10000000000000142,-0.19960079840319644
Will Greg Abbott win the 2028 US Presidential Election?,58585097107933138034126275600204468509993701936571284309823871593297754181479,104431860535489654020481219089291817898241901940037260095979653681449084465327,100,fully_filled,0.5,99.7,100.2,0.005,0.997,-0.20000000000000284,-0.19960079840319644
Will Greg Abbott win the 2028 US Presidential Election?,58585097107933138034126275600204468509993701936571284309823871593297754181479,104431860535489654020481219089291817898241901940037260095979653681449084465327,250,fully_filled,1.25,249.25,250.5,0.005,0.997,-0.5,-0.19960079840319359
Will Greg Abbott win the 2028 US Presidential Election?,58585097107933138034126275600204468509993701936571284309823871593297754181479,104431860535489654020481219089291817898241901940037260095979653681449084465327,500,fully_filled,2.5,498.5,501.0,0.005,0.997,-1.0,-0.19960079840319359
Will Greg Abbott win the 2028 US Presidential Election?,58585097107933138034126275600204468509993701936571284309823871593297754181479,104431860535489654020481219089291817898241901940037260095979653681449084465327,1000,fully_filled,5.0,997.0,1002.0,0.005,0.997,-2.0,-0.19960079840319359
Will Elon Musk win the 2028 US Presidential Election?,26641906520532802078452346454133721131611596169940893262820937050881742190686,59064132013843281708610372809406242099497812053529304284160897825180883604145,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Elon Musk win the 2028 US Presidential Election?,26641906520532802078452346454133721131611596169940893262820937050881742190686,59064132013843281708610372809406242099497812053529304284160897825180883604145,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Elon Musk win the 2028 US Presidential Election?,26641906520532802078452346454133721131611596169940893262820937050881742190686,59064132013843281708610372809406242099497812053529304284160897825180883604145,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Elon Musk win the 2028 US Presidential Election?,26641906520532802078452346454133721131611596169940893262820937050881742190686,59064132013843281708610372809406242099497812053529304284160897825180883604145,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
